,label,score,text
14,anger,0.7943361401557922,"Comprei um sanduíche, mas não consegui pegar porque os atendentes do caixa , Sara e o garoto do milk shake falaram que não podiam pegar o pedido que eu deveria aguardar , sendo que o pedido estava pronto. Não compro mais no Bobs"
15,anger,0.36563682556152344,Não gosto
16,anger,0.7023066878318787,"Para comer sanduíche não dá. Tente outra franquia. Sanduíche pequeno e bem sem graça. Optei pelo Refil do Refri, que pra completar veio sem gás."
17,anger,0.7443166375160217,Ja foi um dia
18,anger,0.38877108693122864,Sanduíches e batata ruins. Milkshake bom.
19,anger,0.6711878180503845,Já foi bom
20,anger,0.570162296295166,Milk shake muito bom!
21,anger,0.6243040561676025,Bom atendimento.
22,anger,0.9248116612434387,O sorvete é bom.
23,anger,0.5020657181739807,Bom
24,anger,0.6360002756118774,"Não gostei do atendimento.
Meu sanduíche veio meio crú e a atendente não gostou muito qndo pedi pra trocar..
Milkshake muito bom"
25,anger,0.9088655114173889,Não gostei muito perde para os concorrentes
26,anger,0.504132866859436,"Local super acessível financeiro, mas o milkshake de ovomaltine deixa a desejar"
27,anger,0.7635301351547241,É Bobs como qualquer outro mesma qualidade e mesmo atendimento...
28,anger,0.7654078006744385,"Atendentes de mau humor e sem vontade de trabalhar, 3 vezes pedi um hambúrguer e veio outro mesmo explicando qual eu queria"
29,anger,0.5020657181739807,Bom
30,anger,0.5925412774085999,Opinião minha: caro
31,anger,0.5481792092323303,"Eh... Prefiro o BK, mas Bob's é bom também"
32,anger,0.37566691637039185,Ótimo milk shake
33,anger,0.7077173590660095,Sanduíches muito grandes e caros.
34,anger,0.7850525975227356,Não e muito bom
35,anger,0.6684419512748718,"Lanches caros e não é tão gostoso, sem contar a demora."
36,anger,0.7955950498580933,Atende as espectativas.
37,anger,0.5925597548484802,Bom mesmo e só o ovomaltine
38,anger,0.700053334236145,"Bom atendimento, sorvete gostoso..."
39,joy,0.4779375493526459,"Boas promoções, preparo rápido e com qualidade."
40,anger,0.6816434860229492,Muito bom
41,anger,0.6371154189109802,Os atendentes são bem atenciosos e educados. O milk shake é muito bom
42,anger,0.7855556011199951,Lanchei....
43,anger,0.780190646648407,Nao fui no bobs mas é um ótimo lugar. Recomendo
44,anger,0.7132124304771423,Muito bom esse Bob's experimentem o mil shake de Nutella com morango tem o gosto parecido com Nesquik
45,joy,0.46857672929763794,Perfeito para um lanche rápido !
46,anger,0.47243255376815796,Boa
47,joy,0.41191473603248596,Bom milk shake.
48,anger,0.7426683902740479,"Excelente sanduíche, com preço acessível"
49,anger,0.6662225723266602,Bom atendimento
50,anger,0.6662225723266602,Bom atendimento
51,anger,0.5926563143730164,Shakes do Bob's. Cada dia uma novidade
52,anger,0.746684730052948,Bom atendimento e sorvete.
53,anger,0.7432245016098022,"Excelente milkshake.
Atendimento rápido e agradável.
Falta opções de bebida."
54,anger,0.6185147166252136,Ovomaltine top.
55,anger,0.6794432997703552,Amo o bob's!!  E suas promoções...
56,anger,0.7955669164657593,O militar shake e muito bom!
57,anger,0.6557767391204834,"Para um fast food é bem completo, mas devido a cozinha industrial os alimentos são fracos de sabor"
58,anger,0.4483998417854309,Ótimo Ovomaltine! Atendimento bem rápido!
59,anger,0.4342838227748871,Top
60,anger,0.5352962017059326,Bons produtos
61,anger,0.5020657181739807,Bom
62,anger,0.5754363536834717,Ovomaltine Top!
63,fear,0.466652512550354,"""Bonzim"""
64,anger,0.4342838227748871,Top
65,fear,0.41657570004463196,Ótimo
66,anger,0.7414502501487732,Gosto da comida de lá
67,anger,0.6644633412361145,Melhor milk shake de fest food
68,anger,0.3669340908527374,Caro
69,fear,0.4423171281814575,Bac
70,fear,0.41657570004463196,Ótimo
71,anger,0.47845861315727234,Milk imbatível
72,anger,0.7792280912399292,Hambúrgueres poderiam ser melhores.
73,anger,0.4342838227748871,Top
74,anger,0.8520760536193848,Gosto do atendimento do box que é muito completo
75,anger,0.6052792072296143,Nunca comi tanto
76,anger,0.7467455267906189,O melhor milkshake do mundo
77,anger,0.5359363555908203,Lanches maravilhosossss
78,anger,0.6477249264717102,Comida top
79,anger,0.49582409858703613,Amo milkshake
80,anger,0.5528224110603333,"Ligará agradável, bom atendimento e boa alimentação.  Amo."
81,anger,0.5020657181739807,Bom
82,anger,0.47243255376815796,Boa
83,anger,0.5882101655006409,Bom.
84,anger,0.620170533657074,"Sanduíches gostosos, bom atendimento, ótimas promoções!"
85,anger,0.49074721336364746,melhor milk shake
86,anger,0.5020657181739807,Bom
87,anger,0.8654008507728577,Bom atendimento. Sanduíches gourmet muito saborosos
88,anger,0.8667422533035278,Sorvete sempre muito delicioso
89,fear,0.46010294556617737,Ótima
90,fear,0.41657570004463196,Otimo
91,anger,0.7312451601028442,Lanches com qualidade e preço baixo
92,fear,0.35697123408317566,👏👏👏
93,fear,0.41657570004463196,Otimo
94,sadness,0.4289654791355133,Topp
95,anger,0.6383194923400879,Excelente promoção no site do bobs fã
96,anger,0.832943320274353,"Uma delícia, tudo muito gostoso e limpo."
97,anger,0.5583891868591309,"Sanduíche muito gostoso, mas tem 3 dias que o do passeio das águas  não abre no Uber Eats! Assim vão perdendo os clientes!"
98,anger,0.7168710231781006,Muito bom os sanduíches e em preço acessível
99,joy,0.6255754232406616,Amo o milkshake com Nutella !
100,anger,0.5324000120162964,Muito bom!
101,anger,0.6816434860229492,Muito bom
102,anger,0.7281929850578308,Não visitei este lugar
103,anger,0.5645411014556885,Milk shake de morando top
104,anger,0.5886942148208618,"O Bob's é aquela coisa ne, o sanduíche é ok e o milkshake é delicioso, ovomaltine e morango são os favoritos."
105,anger,0.6217671632766724,Venha lanchar...venha bobs
106,fear,0.41657570004463196,Ótimo
107,anger,0.621076226234436,Excelente atendimento !!👏🏼👏🏼👏🏼
108,anger,0.45384880900382996,Ótima!!!
109,fear,0.4779737889766693,Melhor batata 😋😋😋😋
110,love,0.5212706923484802,Adorei.
111,anger,0.7970300912857056,Amo bobs sempre que posso visito o bobs unidade passeio das águas shopping um excelente momento com a família
112,anger,0.8237183690071106,Sempre muito bom
113,fear,0.35697123408317566,😍😍😍
114,anger,0.6629794836044312,A comida é uma delícia
115,anger,0.5920754075050354,Peçam pelo Uber eats. Sua entrega chega muito rápido.
116,joy,0.48843327164649963,O melhor fast food da galáxia!
117,anger,0.6842138767242432,#maravilhoso
118,anger,0.5020657181739807,Bom
119,anger,0.712641716003418,Gosto muito
120,anger,0.6816434860229492,Muito bom
121,anger,0.47243255376815796,Boa
122,joy,0.351603627204895,Ótima!
123,anger,0.6555746793746948,Amo milkshake de lá
124,fear,0.41657570004463196,Ótimo
125,anger,0.8116803169250488,O Melhor sorvete 👏
126,anger,0.6626456379890442,Cada dia uma novidade nos shakes
127,anger,0.5020657181739807,Bom
128,anger,0.6526261568069458,Excelente milkshake
129,fear,0.41657570004463196,Ótimo
130,anger,0.8639515042304993,Gosto muito da comida
131,anger,0.724682092666626,O melhor milk shaike
132,anger,0.39438506960868835,Ótima combinação de burguer e milk shake.
133,anger,0.6428254842758179,Grande variedade de hamburgers refrigerante sempre bem gelado batatas fritas na hora atendimento rapido. Recomendo
134,anger,0.3981010913848877,"Produtos de Qualidade, sempre bem feitos. Recomendo; fico chateado por não haver a disponibilidade de um cardápio físico, mas todos os produtos sem bons."
135,fear,0.41657570004463196,Ótimo
136,anger,0.6816434860229492,Muito bom
137,anger,0.6257094144821167,Melhor milkshake
138,fear,0.41657570004463196,Ótimo
139,anger,0.6816434860229492,Muito bom
140,anger,0.7171443104743958,Bom atendimento e sempre tem promoção e é bem rapido sai o pedido
141,anger,0.6550819277763367,Ambiente bacana e cardápio variado com preço acessíveis.
142,anger,0.5925765633583069,Uma delícia
143,anger,0.4933446943759918,Ótimo lanche e rápido
144,anger,0.744350790977478,"Horrível, dinheiro jogado fora"
145,anger,0.7733797430992126,O atendimento não é atencioso ao cliente. A espera pelo produto é demasiada e quando reclamamos o atendente não pede nem perdão pela demora. Insistimos mais de uma vez e o padrão se repetiu. Não compro mais.
146,anger,0.7322198152542114,Péssimo atendimento e a entrega demora 1h30.mm
147,anger,0.7653499245643616,Açaí de muito boa qualidade
148,anger,0.5631336569786072,Ultil
149,anger,0.7171317934989929,Adoro adora
150,anger,0.836695671081543,"Só estou dando uma estrela pq não tem como dar 0. Essa subway do shopping é uma negação. Atendimento péssimo e nunca querem vender na promoção, dizem que não tem mais quando em todas as lojas ainda tem a promoção. Para quê abrem uma franquia se não querem seguir as normas da empresa?"
151,anger,0.9075458645820618,Péssima funcionária me agrediu verbalmente fui pedir o meu lanche não maior educação pelo q estava posto na Mike líne ela me agrediu falando q não tinha e não era obriga a me atender fui muito humilhada só não chameis órgãos ao meu favor pelo o horário mais péssimos funcionários sinceramente pedir toda vontade de comer algo do Subway
152,anger,0.7572389245033264,Pior atendimento que eu já vi.
153,anger,0.6581176519393921,Orivel as funcionárias são sem educação
154,anger,0.7994397282600403,"Sanduíche de péssima qualidade,  funcionários bons"
155,anger,0.6294766664505005,Não gostei
156,anger,0.5404040217399597,Gostoso
157,anger,0.6111549735069275,Bom gostoso e barato
158,anger,0.7538749575614929,"Muito bem atendida,mas não gostei muito do sanduíche,frio🤭🤭"
159,anger,0.8590842485427856,Razoável porque o atendimento do Subway do Portal sul não é dos melhores
160,anger,0.6816434860229492,Muito bom
161,anger,0.6816434860229492,muito bom
162,anger,0.5020657181739807,Bom
163,anger,0.8592880368232727,Já fui.
164,anger,0.47243255376815796,Boa
165,anger,0.8599158525466919,Amooooooo as garotas atende muito bem faz tudo com muito amor e copetencia 😍😍😍😍
166,anger,0.629321813583374,Otimo...😍🌸sempre como eu gosto
167,anger,0.5561604499816895,"Só comprei uma coca, então foi tranquilo, das vezes que comprei comida lá também foi tranquilo o atendimento."
168,anger,0.4368221163749695,"Eu simplesmente amo os lanches, rápido e prático e saudável."
169,anger,0.837571382522583,Um dos melhores!
170,anger,0.8119458556175232,"Horrível, já é a segunda vez que compro um sanduíche pra comer em casa , o sanduíche está azedo que chega amarga a boca , creio que são produtos velhos que fica exposto lá a muito tempo 🤢"
171,anger,0.6018535494804382,Local está fechado
172,anger,0.8036282658576965,"Estava com placa de (aberto) cheguei lá e fiquei por quase 20 minutos esperando e chamando, como ninguém apareceu fui embora."
173,anger,0.8418191075325012,"Atendimento péssimo (filial do setor Guanabara). Fui almoçar com a minha amiga, chegamos lá a atendente, que não estava fazendo nada, demorou a nos atender e ainda fez de mal grado. Sem contar que um amigo nosso, que chegou depois, teve um atendimento pior ainda."
174,anger,0.8567309975624084,Muito fraco refrigerante veio pura Água nunca mais
175,anger,0.9370750784873962,"Total falta de respeito hj 28/03/21 as 17:40 com minha filha e meu esposo . Compraram 4 sanduíches qdo abrimos em casa só tinha carne alface e tomate dentro, ele voltou pra reclamar e pegar o dinheiro de volta disseram q não devolveria, a atendente Jascileia puxou a sacola da mão dele com muita brutalidade falando q não ia devolver, minha filha reclamou da falta de respeito dela, ela mandou minha filha calar a boca. Nunca fomos tão humilhados e mau tratados em um estabelecimento assim. Não quer trabalhar da o lugar pra quem quer, pq nessa fase que estamos vivendo muitos precisam de um emprego. Não recomendo esse lugar."
176,anger,0.854226291179657,"PÉSSIMO ATENDIMENTO, FUNCIONÁRIA SEM EDUCAÇÃO.
NUNCA FUI TÃO MAL ATENDIDA."
177,anger,0.6436164379119873,Atendimento pessimo
178,anger,0.4918143153190613,Péssimo atendimento dos atendentes.
179,anger,0.7497152090072632,Péssimos em atendimentos a gente é muito grossa e sem educada
180,anger,0.6538962125778198,Demora no atendimento
181,anger,0.671166181564331,Fala que fecha as 23hrs e as 22hrs já não deixa mais entrar
182,anger,0.875777006149292,"Não abre no horário em que está dizendo no anúncio, e sim, bem mais tarde."
183,anger,0.7526161074638367,Já foi melhor
184,anger,0.8529175519943237,"Péssimo atendimento, acabei de sair da loja, e a sensação de ter sido mal tratada é imensa. As atendentes nos trataram de forma indelicada e foram completamente desrespeitosas. Uma falta de educação sem tamanho."
185,anger,0.807295024394989,O atendimento é muito lento
186,anger,0.737808108329773,Ar condicionado estava estragado
187,anger,0.850021481513977,To esperando meu dinheiro ate hj sim  eu  to esperando. sim nao chegar na minha conta eu vou ai e faço um baraco
188,anger,0.6687529683113098,Já foi melhor os valores dos lanches
189,anger,0.7302478551864624,"Atendimento péssimo, o lugar é bom mas não gostei"
190,anger,0.6233019232749939,"Horrível, mal atendimento"
191,anger,0.8336563110351562,Atendimento péssimo não tinha promoção
192,anger,0.5776242613792419,Atendentes mt mal educadas
193,anger,0.8476596474647522,"Atendimento péssimo. Não volto aí. Fui no dia 29/09/20, a atendente foi super grossa e sem educação, nem queria nos atender dizendo que ja estava fechando, sendo que ainda faltava 25 minutos, uma outra atendendo a interrompeu e nos atendeu. Depois a sem educação passou perto da gente e falou alto que ja estava tarde. Ainda saímos 5 minutos antes do horário que o estabelecimento fecha."
194,anger,0.8138592839241028,"pior entrega que ja vi na minha vida, sempre que peço eles cancelam o pedido.
PÉSSIMO"
195,anger,0.8292238712310791,Nada interessante! Atendimento a desejar.
196,anger,0.9009124040603638,"Tive infecção alimentar do dia da promoção  06/06/2019. Ao entrar em contato com a empresa me informaram que eu deveria ter feito exame para saber qual bactéria causou a intoxicação para comprovar que foi este estabelecimento. Nunca mais como na Subway, traumas e falta de respeito  com o consumidor."
197,anger,0.7089566588401794,"Péssimo atendimento! Merecia estrela nenhuma. Umas atendentes mal educadas, não respondem direito as dúvidas. Nunca tem troco, sem contar a demora. Não recomendo e as franquias deveriam avaliar pra quem entregam, eu mesmo nunca mais piso lá, e pelo o que vi não sou só eu. Irei atrás da central para estender o péssimo serviço da franquia Guanabara."
198,anger,0.6436164379119873,Atendimento péssimo
199,anger,0.7836148738861084,"Nao fui atendido. Eu deveria espera 20 minutos por as atendentes estavam dando prioridade aos delivery. Ai pergunto. Pq abrir as portas, se atende so delivery?"
200,anger,0.6611634492874146,"Péssimo atendimento.
O pão estava super duro, não tinha opções."
201,anger,0.6029626131057739,Falta produtos
202,anger,0.7551112174987793,Péssima o o frango parecendo que estava estragado o funcionário  muito ruim de atendimento não voltaria no mesmo muito mal mesmo atendido
203,anger,0.829790472984314,Lugar demora muito  atender!!!!
204,anger,0.5020657181739807,Bom
205,anger,0.7370297312736511,"Atendimento precário, não tinha os adicionais, não tem copo."
206,anger,0.7813066840171814,"Atendentes sem nenhuma motivação. Ao adentrar o estabelecimento, não cumprimentam, nem olham na cara da gente para atender. Diante dessa má disposição eu fui embora com minha família."
207,anger,0.6436164379119873,Atendimento péssimo
208,anger,0.7960019707679749,"Uma atendente tão mal educada, mas tão mas educada, que perdi a fome"
209,anger,0.8755414485931396,"Ambiente muito quente 🥵, e ainda oferecem comida fresca ?? Não entende o sentido , será que tem risco local fechado desses , com ar condicionado desligado já e a terceira vez que isso acontece, tem algo errado vigilância sanitária tá certo ??

Ninguém come no local um ou outro, suporta um calor desses ...."
210,anger,0.7911708354949951,Péssimo não tem variedades de pão não tem molho muito demorado o atendimento
211,anger,0.6488266587257385,Péssimo atendimento... Péssima atenção ao cliente.
212,anger,0.7756586670875549,Muita Demora no atendimento
213,anger,0.8905222415924072,Um atendimento muito ruim pelo o rapaz que estava no caixa também não queria dar o cupom fiscal eu falei para que era direito do consumidor ia chamar a polícia ele entregou para min
214,anger,0.6294766664505005,Não gostei
215,anger,0.8404448628425598,"Tem que prestar mais atenção na higiene e comportamento das funcionárias de la.
Hoje a funcionária estava limpando o local e durante a limpeza ela colocou o balde com a água que ela estava lavando o pano de chão, em cima da mesa e de acordo com o que ela ia limpando o chão ia colocando aquele balde de mesa em mesa e por último colocou ao lado do recipiente de refrigerantes, depois a outra moça que atendia os clientes fazendo os sanduiches a chamou para ajudá-la, ela largou o balde em cima da mesa, o rodo no meio do caminho e foi ajudar a colega atender na parte dos sanduíches, depois voltou para a limpeza. Que absurdo, não volto nunca mais ali..."
216,anger,0.7842352986335754,"O atendimento chega ser ridículo, te tratam com muita indiferença"
217,anger,0.7583476901054382,"Atendimento de péssima Qualidade, higiene dos funcionários nota 0, Banheiro sujo, essa foi a terceira e última vez que vou no local, sempre falta algum ingrediente."
218,anger,0.7699668407440186,Atendimento mais ou menos...com poucas variedades de pães e queijos na verdade só tinha uma única opcao...além do fato de se economizar colocando poucas quantidades na hora que está sendo feito comparado a outras unidades da região do Subway...limpeza do local deixa a desejar....Já foi melhor...
219,anger,0.591725766658783,"Atendimento péssimo, atendentes super sem educação. Eu fui pedir explicação para uma atendente, ela simplesmente virou as costas e me deixou falando sozinho. Pra ter um atendimento horrível assim pode fechar."
220,anger,0.8489966988563538,"Reformado recentemente, estrura ótima, mas o atendimento caiu, comprando um SubVeg, me cobraram o ceddar veg como adicional, uma vergonha :("
221,anger,0.5777575373649597,"nunca vi saladas tao pequenas e pouca coisa na SALADA , simplismente nao colocam"
222,anger,0.7768703699111938,Achei paia estão racionando molho agora que palhaça!😡
223,anger,0.7642876505851746,"Bom o sanduíche é , porém muitas das carnes estavam em falta ."
224,anger,0.6575793027877808,Muita demora na fila.
225,anger,0.7038423418998718,Atendimento fraco
226,anger,0.7413710951805115,Não gostei e a minha família disse o mesmo. Tem dor de colocar os molhos. Precisei de um copo descartável e não quis me fornecer. E o mais próximo da minha residência e vou em outros mais longes.
227,anger,0.3892914950847626,Delicia
228,anger,0.8668342232704163,O mesmo de sempre.
229,anger,0.6993916034698486,Atendimento ruim no feriado
230,anger,0.7049444317817688,Faltou qualidade no pruduto
231,joy,0.627004086971283,Muito mas muito caro tudo lá e as promoções são mais ou menos!
232,anger,0.4804989993572235,"lanche bom, porém a atendente parecia que não estava ligando para mim, mal educada."
233,anger,0.8197934627532959,Folhas e demais legumes velhos... Já não é bom como antigamente.
234,anger,0.7695452570915222,"O restaurante é um subway com preços tabelados por isso uma ilha de sanidade em meio ao preços do aeroporto, no entanto já fui lesado como consumidor diversa..."
235,anger,0.7167463302612305,Preços absolutamente caro.. refrigerante em lata 350ml por 7.50..
236,anger,0.5020657181739807,Bom
237,anger,0.6158955693244934,"Sem novidades. É o subway, um bom lanche rápido."
238,anger,0.707752525806427,"Ok!
Sem mais comentários."
239,anger,0.5958697199821472,"Muito bom, lugar espaçoso, ideal pra levar a família e amigos pra bater papo enquanto saboreia um sanduíche com os molhos nota 10."
240,anger,0.7131350040435791,Nada a declarar
241,anger,0.8783268332481384,"Os sanduíches em si são bom porém quando vou lá a noite sempre tem um Senhor que é vigia e quando a gente não dá dinheiro pra ele, ele ameaça fica falando desaforo e sem contar que um dia eu disse que não precisava olhar meu carro e ele pegou a faca e ficou andando lá fora esperando eu sair, fiquei morrendo de medo tinham que arrumar um jeito de tira ló de lá, porque espanta cliente."
242,anger,0.5454714298248291,Mais do mesmo subway.
243,anger,0.5580315589904785,Muito caro
244,joy,0.9092403650283813,"Local bom arejado, atendimento legal!"
245,anger,0.9274845719337463,"Divide suas atendentes em extremos uma excepcional e outra horrenda!
Atendimentos diferentes ,porém a moça educada e atenciosa ganha em disparada"
246,anger,0.6924996376037598,"lugar bom, atendimento razoável."
247,anger,0.7341182827949524,Pode melhorar no tempo de atendimento
248,anger,0.4489668905735016,Atendente antipática
249,anger,0.6876477003097534,"O estabelecimento e ótimo, porém atendimento péssimo 👎"
250,anger,0.5020657181739807,Bom
251,anger,0.6771765947341919,Atende tava meio perdido não sabe informar as promoções
252,anger,0.5020657181739807,Bom
253,anger,0.7267139554023743,Poderiam caprichar um pouquinho mais no molho.
254,anger,0.7934581637382507,Razoável...sem opções livre de glúten
255,anger,0.8579736351966858,"Olha todas as atendentes sempre me trataram bem,porém uma em especial me tratou super mal,fiz um pedido de um combo do dia mais o refrigerante e a ignorante não entendeu,ok relevei,porém ela me ofendeu me chamando de sonsa,isso com certeza afetou a Vontade de voltar ao estabelecimento"
256,anger,0.5967264175415039,Ambiente limpo e organizado entendimento pode melhorar.
257,anger,0.6271491050720215,"A subway em si, diminuiu a qualidade e aumentou os preços."
258,anger,0.8800732493400574,"No dia em que fui o ar condicionado não estava funcionando, loja extremamente quente"
259,anger,0.6616997718811035,Atendimento lento pakss
260,anger,0.4348754286766052,"Boas instalações, sanduíche bem feito"
261,anger,0.746708869934082,Alimentação saudável
262,anger,0.8133195638656616,Estava sem ar condicionado. Alta temperatura.
263,anger,0.7526161074638367,Já foi melhor
264,anger,0.7636784315109253,"Estavam faltando molhos comuns como maionese e barbecue, foi necessário solicitar limpeza na mesa para que pudéssemos nos acomodar"
265,anger,0.5020657181739807,Bom
266,anger,0.43193933367729187,Sem opção glúten free
267,anger,0.5638502836227417,Nom
268,anger,0.6878317594528198,Todas vezes falta algum sanduíche
269,anger,0.7851961255073547,"Bom atendimento toda qualidade da rede Subway, com um amplo estacionamento."
270,anger,0.769795298576355,O banheiro É ruim. Arcondionado estava desligado
271,anger,0.7977988123893738,"Tem local melhor, regra muito as verduras"
272,anger,0.7063171863555908,Mais ou menos
273,anger,0.9212300777435303,Está fechado desde março. não vai abrir mais ?
274,anger,0.6469333171844482,Já foi bom....
275,anger,0.7420446872711182,Ótimo local. Subway dispensa apresentações né? Adoro.
276,anger,0.7845078110694885,Gostei muito bem saboroso
277,anger,0.6641349792480469,Boa estrutura
278,anger,0.8882788419723511,Muito bom pra quem está na noroeste querendo um bom lanche
279,anger,0.7016893029212952,O atendimento poderia ser melhor
280,anger,0.608898937702179,Lanche bom
281,anger,0.6180384159088135,Boa localização
282,anger,0.5020657181739807,Bom
283,fear,0.41657570004463196,Ótimo
284,anger,0.44691014289855957,Bom lugar tranquilo.
285,anger,0.6261669397354126,Experiência boa
286,anger,0.5020657181739807,Bom
287,anger,0.487529993057251,Porque sim
288,anger,0.6097668409347534,Estava em Goiânia ótimo atendimento.
289,joy,0.7712594270706177,"A diferença entre as lojas da franquia é o capricho da mão do atendente, e aqui, o sanduíche sai num padrão bem legal."
290,anger,0.7408155202865601,Muito saboroso o sanduíche
291,anger,0.7538629174232483,Bom atendimento mas precisa de mais funcionários
292,anger,0.5395581126213074,"Sempre lançamos lá, as atendentes poderiam ser mais rápidas!"
293,anger,0.6816434860229492,Muito bom
294,anger,0.733657717704773,Muito aconchegante o ambiente
295,anger,0.8351450562477112,Bom atendimento. As promoções já foram melhores.
296,anger,0.560611367225647,Legal
297,anger,0.5020657181739807,Bom
298,anger,0.3823951482772827,Ótimo lanche!
299,anger,0.8422032594680786,A melhor da regiao
300,anger,0.9027613997459412,Tinga q ter mais opções
301,anger,0.7130146026611328,Atendimento bom. Segue o padrão da franquia
302,anger,0.3626364469528198,"AMBIENTE OK,"
303,anger,0.6235525608062744,"otima comida
atendimento demorado"
304,anger,0.8499649167060852,"Atendente do dia 07/09/22 as 15:00 muito educada e prestativa, a única coisa que tenho a declarar que ela estava trabalhando sozinha e as mesas estavam sujas pela falta de tempo. Alface um pouco velho e o pão seco, mas os outros condimentos estavam perfeitos"
305,anger,0.6638992428779602,Muito bom.
306,anger,0.5730395913124084,Ótimo atendimento...
307,anger,0.5020657181739807,Bom
308,anger,0.6720983982086182,Muito gostoso
309,anger,0.5020657181739807,Bom
310,anger,0.5742483735084534,Atendente mal educada
311,anger,0.635035514831543,Eu amo os Sanduíches da Subway. E é bom ter uma loja bem próxima para poder sair com os amigos.
312,anger,0.6527001857757568,Ótimo lanche muito bom
313,anger,0.8190170526504517,"Bom lugar para comer rápido... Mas as vagas de estacionamento do Subway são controladas (com cone) por um flanelinha, ou seja, tem dar dinheiro pra ele (se tiver só com cartão, não para...)"
314,anger,0.7487506866455078,Local limpo e com bom atendimento. Tem estacionamento na calçada do próprio estabelecimento.
315,anger,0.5882101655006409,Bom.
316,anger,0.5020657181739807,Bom
317,anger,0.7840007543563843,"Boa loja Subway. A única, segundo minha experiência, que mantém fechada a bancada de alimentos quando não em uso. Bom atendimento!"
318,anger,0.5187638998031616,Bom lugar
319,anger,0.6478222012519836,Uma ótima opção fast food da nossa região
320,anger,0.6816434860229492,Muito bom
321,anger,0.4247470796108246,Gostei
322,fear,0.41657570004463196,Ótimo
323,anger,0.47243255376815796,Boa
324,anger,0.6372486352920532,Bons lanches
325,anger,0.8470122814178467,Local sempre organizado com bom atendimento e de muito bom gosto
326,anger,0.6657809615135193,"Unica lanchonete de rede na região, local agradável e com atendimento, funciona só até as 23:hs"
327,love,0.8301497101783752,"Atendimento essencial, nada de extraordinário, porem bem feito."
328,anger,0.4247470796108246,Gostei
329,anger,0.7107865214347839,Quase perfeito!
330,anger,0.803584098815918,"Gostei, bem higienizado. Pena que não tem pão sem glúten"
331,joy,0.4892417788505554,Uma delíciaaaaaaa!
332,anger,0.6447692513465881,Atendimento bom
333,anger,0.6612658500671387,Muito bom ...
334,anger,0.8955526947975159,Teve uma demora no atendimento mais mesmo assim valeu a pena muito boa a comida
335,anger,0.8609874248504639,"Loja aconchegante! Bem montada, só um ponto negativo, apesar de ser o único na loja levei 15min para retirar meu pedido montado e pago, acho que poderia ter sido um pouco mais rápido. Obrigado."
336,anger,0.6290158629417419,"Lugar ideal pra fazer uma boquinha, grandes variedades de quitandas, atendimento rápido, lugar limpo."
337,anger,0.5020657181739807,Bom
338,anger,0.5020657181739807,Bom
339,anger,0.7457646727561951,Sempre compro muito bom
340,anger,0.6459013223648071,"Comida boa , mas o banheiro ruim."
341,anger,0.80970698595047,"Muito bom,  embiente muito gostoso e excelente atendimento! 👍"
342,anger,0.7131539583206177,Atendimento mais ou menos
343,anger,0.6344907283782959,Muito bom os lanches
344,anger,0.7304869294166565,Ótimo! Só precisa de mais funcionários. Uma pessoa só pra preparar os lanches e realizar o atendimento no caixa é insuficiente e acaba sendo longo o tempo de espera.
345,anger,0.5257728695869446,Subway é subway em qualquer lugar. Padranizado.
346,anger,0.5696417689323425,"Padrão da franquia, local limpo e vazio."
